variant_id,lemma,type,en_US,en_GB,en_AU,en_CA,notes,source
spelling_only-03743,hematocele,spelling_only,hematocele,haematocele,,hematocele,,scowl_varcon
spelling_only-03744,hematocele's,spelling_only,hematocele's,haematocele's,,hematocele's,,scowl_varcon
spelling_only-03745,hematocrit,spelling_only,hematocrit,haematocrit,,,,scowl_varcon
spelling_only-03747,hematocrit's,spelling_only,hematocrit's,haematocrit's,,,,scowl_varcon
spelling_only-03746,hematocrits,spelling_only,hematocrits,haematocrits,,,,scowl_varcon
spelling_only-03748,hematocryal,spelling_only,hematocryal,haematocryal,,,,scowl_varcon
spelling_only-03749,hematocyst,spelling_only,hematocyst,haematocyst,,,,scowl_varcon
spelling_only-03750,hematocyst's,spelling_only,hematocyst's,haematocyst's,,,,scowl_varcon
spelling_only-03751,hematocystis,spelling_only,hematocystis,haematocystis,,,,scowl_varcon
spelling_only-03752,hematocyte,spelling_only,hematocyte,haematocyte,,,,scowl_varcon
spelling_only-03753,hematocyte's,spelling_only,hematocyte's,haematocyte's,,,,scowl_varcon
spelling_only-03755,hematogeneses,spelling_only,hematogeneses,haematogeneses,,,,scowl_varcon
spelling_only-03754,hematogenesis,spelling_only,hematogenesis,haematogenesis,,,,scowl_varcon
spelling_only-03756,hematogenesis's,spelling_only,hematogenesis's,haematogenesis's,,,,scowl_varcon
spelling_only-03757,hematogenous,spelling_only,hematogenous,haematogenous,,,,scowl_varcon
spelling_only-03758,hematoid,spelling_only,hematoid,haematoid,,,,scowl_varcon
spelling_only-03759,hematoidin,spelling_only,hematoidin,haematoidin,,,,scowl_varcon
spelling_only-03760,hematologic,spelling_only,hematologic,haematologic,,hematologic,,scowl_varcon
spelling_only-03766,hematologies,spelling_only,hematologies,haematologies,,hematologies,,scowl_varcon
spelling_only-03764,hematologist's,spelling_only,hematologist's,haematologist's,,hematologist's,,scowl_varcon
spelling_only-03767,hematology's,spelling_only,hematology's,haematology's,,hematology's,,scowl_varcon
spelling_only-03768,hematolysis,spelling_only,hematolysis,haematolysis,,,,scowl_varcon
spelling_only-03769,hematoma,spelling_only,hematoma,haematoma,,,,scowl_varcon
spelling_only-03771,hematoma's,spelling_only,hematoma's,haematoma's,,,,scowl_varcon
spelling_only-03770,hematomas,spelling_only,hematomas,haematomas,,,,scowl_varcon
spelling_only-03772,hematomata,spelling_only,hematomata,haematomata,,,,scowl_varcon
spelling_only-03773,hematometer,spelling_only,hematometer,haematometer,,,,scowl_varcon
spelling_only-03774,hematophyte,spelling_only,hematophyte,haematophyte,,,,scowl_varcon
spelling_only-03775,hematophyte's,spelling_only,hematophyte's,haematophyte's,,,,scowl_varcon
spelling_only-03777,hematopoieses,spelling_only,hematopoieses,haematopoieses,,,,scowl_varcon
spelling_only-03776,hematopoiesis,spelling_only,hematopoiesis,haematopoiesis,,,,scowl_varcon
spelling_only-03778,hematopoietic,spelling_only,hematopoietic,haematopoietic,,,,scowl_varcon
spelling_only-03779,hematorrhachis,spelling_only,hematorrhachis,haematorrhachis,,,,scowl_varcon
spelling_only-03780,hematosepsis,spelling_only,hematosepsis,haematosepsis,,,,scowl_varcon
spelling_only-03781,hematosin,spelling_only,hematosin,haematosin,,,,scowl_varcon
spelling_only-03782,hematosis,spelling_only,hematosis,haematosis,,,,scowl_varcon
spelling_only-03783,hematosis's,spelling_only,hematosis's,haematosis's,,,,scowl_varcon
spelling_only-03784,hematothermal,spelling_only,hematothermal,haematothermal,,,,scowl_varcon
spelling_only-03785,hematoxylic,spelling_only,hematoxylic,haematoxylic,,,,scowl_varcon
spelling_only-03786,hematoxylin,spelling_only,hematoxylin,haematoxylin,,hematoxylin,,scowl_varcon
spelling_only-03788,hematoxylin's,spelling_only,hematoxylin's,haematoxylin's,,hematoxylin's,,scowl_varcon
spelling_only-03787,hematoxylins,spelling_only,hematoxylins,haematoxylins,,hematoxylins,,scowl_varcon
spelling_only-03792,hematozoa,spelling_only,hematozoa,haematozoa,,,,scowl_varcon
spelling_only-03789,hematozoal,spelling_only,hematozoal,haematozoal,,,,scowl_varcon
spelling_only-03790,hematozoic,spelling_only,hematozoic,haematozoic,,,,scowl_varcon
spelling_only-03791,hematozoon,spelling_only,hematozoon,haematozoon,,,,scowl_varcon
spelling_only-03793,hematozoon's,spelling_only,hematozoon's,haematozoon's,,,,scowl_varcon
spelling_only-03794,hematozzoa,spelling_only,hematozzoa,haematozzoa,,,,scowl_varcon
spelling_only-03795,hematuria,spelling_only,hematuria,haematuria,,hematuria,,scowl_varcon
spelling_only-03797,hematuria's,spelling_only,hematuria's,haematuria's,,hematuria's,,scowl_varcon
spelling_only-03796,hematurias,spelling_only,hematurias,haematurias,,hematurias,,scowl_varcon
spelling_only-03798,hemerythrin,spelling_only,hemerythrin,hemoerythrin,,,,scowl_varcon
spelling_only-03799,hemic,spelling_only,hemic,haemic,,,,scowl_varcon
spelling_only-03800,hemihypesthesia,spelling_only,hemihypesthesia,hemihypoesthesia,,,,scowl_varcon
spelling_only-03801,hemin,spelling_only,hemin,haemin,,,,scowl_varcon
spelling_only-03803,hemin's,spelling_only,hemin's,haemin's,,,,scowl_varcon
spelling_only-03802,hemins,spelling_only,hemins,haemins,,,,scowl_varcon
spelling_only-03804,hemoblast,spelling_only,hemoblast,haemoblast,,,,scowl_varcon
spelling_only-03805,hemoblast's,spelling_only,hemoblast's,haemoblast's,,,,scowl_varcon
spelling_only-03807,hemochromatoses,spelling_only,hemochromatoses,haemochromatoses,,,,scowl_varcon
spelling_only-03806,hemochromatosis,spelling_only,hemochromatosis,haemochromatosis,,,,scowl_varcon
spelling_only-03808,hemochrome,spelling_only,hemochrome,haemochrome,,,,scowl_varcon
spelling_only-03809,hemocoel,spelling_only,hemocoel,haemocoel,,,,scowl_varcon
spelling_only-03810,hemocoels,spelling_only,hemocoels,haemocoels,,,,scowl_varcon
spelling_only-03811,hemoconcentration,spelling_only,hemoconcentration,haemoconcentration,,,,scowl_varcon
spelling_only-03812,hemoconcentration's,spelling_only,hemoconcentration's,haemoconcentration's,,,,scowl_varcon
spelling_only-03813,hemoconia,spelling_only,hemoconia,haemoconia,,,,scowl_varcon
spelling_only-03814,hemocyanin,spelling_only,hemocyanin,haemocyanin,,,,scowl_varcon
spelling_only-03815,hemocyanins,spelling_only,hemocyanins,haemocyanins,,,,scowl_varcon
spelling_only-03816,hemocyte,spelling_only,hemocyte,haemocyte,,,,scowl_varcon
spelling_only-03818,hemocyte's,spelling_only,hemocyte's,haemocyte's,,,,scowl_varcon
spelling_only-03817,hemocytes,spelling_only,hemocytes,haemocytes,,,,scowl_varcon
spelling_only-03819,hemocytoblast,spelling_only,hemocytoblast,haemocytoblast,,,,scowl_varcon
spelling_only-03821,hemocytoblast's,spelling_only,hemocytoblast's,haemocytoblast's,,,,scowl_varcon
spelling_only-03820,hemocytoblastic,spelling_only,hemocytoblastic,haemocytoblastic,,,,scowl_varcon
spelling_only-03822,hemocytometer,spelling_only,hemocytometer,haemocytometer,,,,scowl_varcon
spelling_only-03824,hemodialyses,spelling_only,hemodialyses,haemodialyses,,hemodialyses,,scowl_varcon
spelling_only-03823,hemodialysis,spelling_only,hemodialysis,haemodialysis,,hemodialysis,,scowl_varcon
spelling_only-03825,hemodialysis's,spelling_only,hemodialysis's,haemodialysis's,,hemodialysis's,,scowl_varcon
spelling_only-03826,hemodilution,spelling_only,hemodilution,haemodilution,,,,scowl_varcon
spelling_only-03827,hemodynamic,spelling_only,hemodynamic,haemodynamic,,,,scowl_varcon
spelling_only-03828,hemodynamics,spelling_only,hemodynamics,haemodynamics,,,,scowl_varcon
spelling_only-03829,hemodynamics's,spelling_only,hemodynamics's,haemodynamics's,,,,scowl_varcon
spelling_only-03830,hemoflagellate,spelling_only,hemoflagellate,haemoflagellate,,,,scowl_varcon
spelling_only-03831,hemoflagellate's,spelling_only,hemoflagellate's,haemoflagellate's,,,,scowl_varcon
spelling_only-03832,hemoglobic,spelling_only,hemoglobic,haemoglobic,,,,scowl_varcon
spelling_only-03835,hemoglobinopathies,spelling_only,hemoglobinopathies,haemoglobinopathies,,,,scowl_varcon
spelling_only-03834,hemoglobinopathy,spelling_only,hemoglobinopathy,haemoglobinopathy,,,,scowl_varcon
spelling_only-03836,hemoglobinous,spelling_only,hemoglobinous,haemoglobinous,,,,scowl_varcon
spelling_only-03837,hemoglobinuria,spelling_only,hemoglobinuria,haemoglobinuria,,,,scowl_varcon
spelling_only-03838,hemoglobinuria's,spelling_only,hemoglobinuria's,haemoglobinuria's,,,,scowl_varcon
spelling_only-03839,hemogram,spelling_only,hemogram,haemogram,,,,scowl_varcon
spelling_only-03840,hemoid,spelling_only,hemoid,haemoid,,,,scowl_varcon
spelling_only-03844,hemolyses,spelling_only,hemolyses,haemolyses,,,,scowl_varcon
spelling_only-03841,hemolysin,spelling_only,hemolysin,haemolysin,,,,scowl_varcon
spelling_only-03842,hemolysin's,spelling_only,hemolysin's,haemolysin's,,,,scowl_varcon
spelling_only-03843,hemolysis,spelling_only,hemolysis,haemolysis,,,,scowl_varcon
spelling_only-03845,hemolytic,spelling_only,hemolytic,haemolytic,,,,scowl_varcon
spelling_only-03846,hemometer,spelling_only,hemometer,haemometer,,,,scowl_varcon
spelling_only-03847,hemophile,spelling_only,hemophile,haemophile,,,,scowl_varcon
spelling_only-03848,hemophile's,spelling_only,hemophile's,haemophile's,,,,scowl_varcon
spelling_only-06673,hemophilia's,spelling_only,hemophilia's,haemophilia's,,hemophilia's,,scowl_varcon
spelling_only-03851,hemophiliac's,spelling_only,hemophiliac's,haemophiliac's,,hemophiliac's,,scowl_varcon
spelling_only-03852,hemophilic,spelling_only,hemophilic,haemophilic,,hemophilic,,scowl_varcon
spelling_only-03853,hemopod,spelling_only,hemopod,haemopod,,,,scowl_varcon
spelling_only-03854,hemopoiesis,spelling_only,hemopoiesis,haemopoiesis,,,,scowl_varcon
spelling_only-03856,hemoptyses,spelling_only,hemoptyses,haemoptyses,,,,scowl_varcon
spelling_only-03855,hemoptysis,spelling_only,hemoptysis,haemoptysis,,,,scowl_varcon
spelling_only-03857,hemoptysis's,spelling_only,hemoptysis's,haemoptysis's,,,,scowl_varcon
spelling_only-06675,hemorrhage's,spelling_only,hemorrhage's,haemorrhage's,,hemorrhage's,,scowl_varcon
spelling_only-06679,hemorrhoid,spelling_only,hemorrhoid,haemorrhoid,,hemorrhoid,,scowl_varcon
spelling_only-03858,hemorrhoidal,spelling_only,hemorrhoidal,haemorrhoidal,,hemorrhoidal,,scowl_varcon
spelling_only-03859,hemorrhoidectomy,spelling_only,hemorrhoidectomy,haemorrhoidectomy,,,,scowl_varcon
spelling_only-03860,hemorrhoidectomy's,spelling_only,hemorrhoidectomy's,haemorrhoidectomy's,,,,scowl_varcon
spelling_only-03861,hemosporid,spelling_only,hemosporid,haemosporid,,,,scowl_varcon
spelling_only-03862,hemosporidian,spelling_only,hemosporidian,haemosporidian,,,,scowl_varcon
spelling_only-03865,hemostases,spelling_only,hemostases,haemostases,,,,scowl_varcon
spelling_only-03863,hemostasia,spelling_only,hemostasia,haemostasia,,,,scowl_varcon
spelling_only-03864,hemostasis,spelling_only,hemostasis,haemostasis,,,,scowl_varcon
spelling_only-03866,hemostasis's,spelling_only,hemostasis's,haemostasis's,,,,scowl_varcon
spelling_only-03867,hemostatic,spelling_only,hemostatic,haemostatic,,,,scowl_varcon
spelling_only-03868,hemothorax,spelling_only,hemothorax,haemothorax,,,,scowl_varcon
spelling_only-03869,hemothorax's,spelling_only,hemothorax's,haemothorax's,,,,scowl_varcon
spelling_only-03870,hemotoxic,spelling_only,hemotoxic,haemotoxic,,,,scowl_varcon
spelling_only-03871,hemotoxin,spelling_only,hemotoxin,haemotoxin,,,,scowl_varcon
spelling_only-03872,hemotoxin's,spelling_only,hemotoxin's,haemotoxin's,,,,scowl_varcon
spelling_only-03873,hepatorrhea,spelling_only,hepatorrhea,hepatorrhoea,,,,scowl_varcon
spelling_only-03874,heredes,spelling_only,heredes,haeredes,,,,scowl_varcon
spelling_only-03875,het,spelling_only,het,haet,,,,scowl_varcon
spelling_only-03877,heterecious,spelling_only,heterecious,heteroecious,,,,scowl_varcon
spelling_only-03878,heteric,spelling_only,heteric,hetaeric,,,,scowl_varcon
spelling_only-03879,heterism,spelling_only,heterism,hetaerism,,,,scowl_varcon
spelling_only-03876,hets,spelling_only,hets,haets,,,,scowl_varcon
spelling_only-03880,hexachlorethane,spelling_only,hexachlorethane,hexachloroethane,,,,scowl_varcon
spelling_only-03881,hexachlorethanes,spelling_only,hexachlorethanes,hexachloroethanes,,,,scowl_varcon
spelling_only-03882,hexestrol,spelling_only,hexestrol,hexoestrol,,,,scowl_varcon
spelling_only-03883,hilloed,spelling_only,hilloed,hilloaed,,,,scowl_varcon
spelling_only-03884,hippie,spelling_only,hippie,hippy,,hippie,,scowl_varcon
spelling_only-03885,hippie's,spelling_only,hippie's,hippy's,,hippie's,,scowl_varcon
spelling_only-03886,hirseled,spelling_only,hirseled,hirselled,,,,scowl_varcon
spelling_only-03887,hirseling,spelling_only,hirseling,hirselling,,,,scowl_varcon
spelling_only-03657,holloed,spelling_only,holloed,hollooed,,,,scowl_varcon
spelling_only-03888,homeoblastic,spelling_only,homeoblastic,homoeoblastic,,,,scowl_varcon
spelling_only-03889,homeobox,spelling_only,homeobox,homoeobox,,,,scowl_varcon
spelling_only-03890,homeochromatic,spelling_only,homeochromatic,homoeochromatic,,,,scowl_varcon
spelling_only-03891,homeochronous,spelling_only,homeochronous,homoeochronous,,,,scowl_varcon
spelling_only-03892,homeocrystalline,spelling_only,homeocrystalline,homoeocrystalline,,,,scowl_varcon
spelling_only-03893,homeogenic,spelling_only,homeogenic,homoeogenic,,,,scowl_varcon
spelling_only-03894,homeogenous,spelling_only,homeogenous,homoeogenous,,,,scowl_varcon
spelling_only-03895,homeoid,spelling_only,homeoid,homoeoid,,,,scowl_varcon
spelling_only-03896,homeokinesis,spelling_only,homeokinesis,homoeokinesis,,,,scowl_varcon
spelling_only-03897,homeomeric,spelling_only,homeomeric,homoeomeric,,,,scowl_varcon
spelling_only-03900,homeomeries,spelling_only,homeomeries,homoeomeries,,,,scowl_varcon
spelling_only-03898,homeomerous,spelling_only,homeomerous,homoeomerous,,,,scowl_varcon
spelling_only-03899,homeomery,spelling_only,homeomery,homoeomery,,,,scowl_varcon
spelling_only-03901,homeomorph,spelling_only,homeomorph,homoeomorph,,,,scowl_varcon
spelling_only-03903,homeomorph's,spelling_only,homeomorph's,homoeomorph's,,,,scowl_varcon
spelling_only-03904,homeomorphic,spelling_only,homeomorphic,homoeomorphic,,,,scowl_varcon
spelling_only-03907,homeomorphies,spelling_only,homeomorphies,homoeomorphies,,,,scowl_varcon
spelling_only-03905,homeomorphous,spelling_only,homeomorphous,homoeomorphous,,,,scowl_varcon
spelling_only-03902,homeomorphs,spelling_only,homeomorphs,homoeomorphs,,,,scowl_varcon
spelling_only-03906,homeomorphy,spelling_only,homeomorphy,homoeomorphy,,,,scowl_varcon
spelling_only-03909,homeopathicallier,spelling_only,homeopathicallier,homoeopathicallier,,,,scowl_varcon
spelling_only-03910,homeopathicalliest,spelling_only,homeopathicalliest,homoeopathicalliest,,,,scowl_varcon
spelling_only-03908,homeopathically,spelling_only,homeopathically,homoeopathically,,,,scowl_varcon
spelling_only-03911,homeopathician,spelling_only,homeopathician,homoeopathician,,,,scowl_varcon
spelling_only-03912,homeopathicity,spelling_only,homeopathicity,homoeopathicity,,,,scowl_varcon
spelling_only-03913,homeopathist,spelling_only,homeopathist,homoeopathist,,,,scowl_varcon
spelling_only-03915,homeopathist's,spelling_only,homeopathist's,homoeopathist's,,,,scowl_varcon
spelling_only-03914,homeopathists,spelling_only,homeopathists,homoeopathists,,,,scowl_varcon
spelling_only-03916,homeophony,spelling_only,homeophony,homoeophony,,,,scowl_varcon
spelling_only-03917,homeoplasia,spelling_only,homeoplasia,homoeoplasia,,,,scowl_varcon
spelling_only-03918,homeoplastic,spelling_only,homeoplastic,homoeoplastic,,,,scowl_varcon
spelling_only-03919,homeoplasy,spelling_only,homeoplasy,homoeoplasy,,,,scowl_varcon
spelling_only-03920,homeopolar,spelling_only,homeopolar,homoeopolar,,,,scowl_varcon
spelling_only-03922,homeoses,spelling_only,homeoses,homoeoses,,,,scowl_varcon
spelling_only-03921,homeosis,spelling_only,homeosis,homoeosis,,,,scowl_varcon
spelling_only-03924,homeostases,spelling_only,homeostases,homoeostases,,,,scowl_varcon
spelling_only-03923,homeostasis,spelling_only,homeostasis,homoeostasis,,,,scowl_varcon
spelling_only-03925,homeostasis's,spelling_only,homeostasis's,homoeostasis's,,,,scowl_varcon
spelling_only-03926,homeoteleuton,spelling_only,homeoteleuton,homoeoteleuton,,,,scowl_varcon
spelling_only-03927,homeoteleutons,spelling_only,homeoteleutons,homoeoteleutons,,,,scowl_varcon
spelling_only-03928,homeothermal,spelling_only,homeothermal,homoeothermal,,,,scowl_varcon
spelling_only-03929,homeothermic,spelling_only,homeothermic,homoeothermic,,,,scowl_varcon
spelling_only-03930,homeothermous,spelling_only,homeothermous,homoeothermous,,,,scowl_varcon
spelling_only-03931,homeotic,spelling_only,homeotic,homoeotic,,,,scowl_varcon
spelling_only-03932,homeotype,spelling_only,homeotype,homoeotype,,,,scowl_varcon
spelling_only-03933,homeotypic,spelling_only,homeotypic,homoeotypic,,,,scowl_varcon
spelling_only-03934,homeotypical,spelling_only,homeotypical,homoeotypical,,,,scowl_varcon
spelling_only-03935,homeozoic,spelling_only,homeozoic,homoeozoic,,,,scowl_varcon
spelling_only-03940,honor's,spelling_only,honor's,honour's,,honour's,,scowl_varcon
spelling_only-03942,honorabilities,spelling_only,honorabilities,honourabilities,,,,scowl_varcon
spelling_only-03941,honorability,spelling_only,honorability,honourability,,,,scowl_varcon
spelling_only-03943,honorability's,spelling_only,honorability's,honourability's,,,,scowl_varcon
spelling_only-03948,honorable's,spelling_only,honorable's,honourable's,,honourable's,,scowl_varcon
spelling_only-03949,honorableness,spelling_only,honorableness,honourableness,,,,scowl_varcon
spelling_only-03951,honorableness's,spelling_only,honorableness's,honourableness's,,,,scowl_varcon
spelling_only-03950,honorablenesses,spelling_only,honorablenesses,honourablenesses,,,,scowl_varcon
spelling_only-03945,honorabler,spelling_only,honorabler,honourabler,,honourabler,,scowl_varcon
spelling_only-03946,honorables,spelling_only,honorables,honourables,,honourables,,scowl_varcon
spelling_only-03952,honorableship,spelling_only,honorableship,honourableship,,,,scowl_varcon
spelling_only-03954,honorableship's,spelling_only,honorableship's,honourableship's,,,,scowl_varcon
spelling_only-03953,honorableships,spelling_only,honorableships,honourableships,,,,scowl_varcon
spelling_only-03947,honorablest,spelling_only,honorablest,honourablest,,honourablest,,scowl_varcon
spelling_only-03955,honorablier,spelling_only,honorablier,honourablier,,,,scowl_varcon
spelling_only-03956,honorablies,spelling_only,honorablies,honourablies,,,,scowl_varcon
spelling_only-03957,honorabliest,spelling_only,honorabliest,honourabliest,,,,scowl_varcon
spelling_only-03958,honoree,spelling_only,honoree,honouree,,,,scowl_varcon
spelling_only-03959,honorer,spelling_only,honorer,honourer,,,,scowl_varcon
spelling_only-03961,honorer's,spelling_only,honorer's,honourer's,,,,scowl_varcon
spelling_only-03960,honorers,spelling_only,honorers,honourers,,,,scowl_varcon
spelling_only-03962,honorless,spelling_only,honorless,honourless,,,,scowl_varcon
spelling_only-03963,honorlesser,spelling_only,honorlesser,honourlesser,,,,scowl_varcon
spelling_only-03965,honorlesses,spelling_only,honorlesses,honourlesses,,,,scowl_varcon
spelling_only-03964,honorlessest,spelling_only,honorlessest,honourlessest,,,,scowl_varcon
spelling_only-03966,hore,spelling_only,hore,horae,,,,scowl_varcon
spelling_only-03967,houseled,spelling_only,houseled,houselled,,,,scowl_varcon
spelling_only-03968,houseling,spelling_only,houseling,houselling,,,,scowl_varcon
spelling_only-03969,houselings,spelling_only,houselings,housellings,,,,scowl_varcon
spelling_only-03970,hoveled,spelling_only,hoveled,hovelled,,,,scowl_varcon
spelling_only-03972,hoveler,spelling_only,hoveler,hoveller,,,,scowl_varcon
spelling_only-03973,hovelers,spelling_only,hovelers,hovellers,,,,scowl_varcon
spelling_only-03971,hoveling,spelling_only,hoveling,hovelling,,,,scowl_varcon
spelling_only-03974,huer,spelling_only,huer,hure,,,,scowl_varcon
spelling_only-03975,hulloed,spelling_only,hulloed,hulloaed,,,,scowl_varcon
spelling_only-03981,humor's,spelling_only,humor's,humour's,,humour's,,scowl_varcon
spelling_only-03982,humoral,spelling_only,humoral,humoural,,,,scowl_varcon
spelling_only-03983,humorer,spelling_only,humorer,humourer,,,,scowl_varcon
spelling_only-03984,humorers,spelling_only,humorers,humourers,,,,scowl_varcon
spelling_only-03985,humorful,spelling_only,humorful,humourful,,,,scowl_varcon
spelling_only-03986,humorlesser,spelling_only,humorlesser,humourlesser,,,,scowl_varcon
spelling_only-03988,humorlesses,spelling_only,humorlesses,humourlesses,,,,scowl_varcon
spelling_only-03987,humorlessest,spelling_only,humorlessest,humourlessest,,,,scowl_varcon
spelling_only-03989,humorlessness,spelling_only,humorlessness,humourlessness,,,,scowl_varcon
spelling_only-03991,humorlessness's,spelling_only,humorlessness's,humourlessness's,,,,scowl_varcon
spelling_only-03990,humorlessnesses,spelling_only,humorlessnesses,humourlessnesses,,,,scowl_varcon
spelling_only-03992,humorsome,spelling_only,humorsome,humoursome,,,,scowl_varcon
spelling_only-03993,humorsomeness,spelling_only,humorsomeness,humoursomeness,,,,scowl_varcon
spelling_only-03994,hydremia,spelling_only,hydremia,hydraemia,,,,scowl_varcon
spelling_only-03996,hydremia's,spelling_only,hydremia's,hydraemia's,,,,scowl_varcon
spelling_only-03995,hydremias,spelling_only,hydremias,hydraemias,,,,scowl_varcon
spelling_only-03997,hydremic,spelling_only,hydremic,hydraemic,,,,scowl_varcon
spelling_only-03998,hydrocele,spelling_only,hydrocele,hydrocoele,,,,scowl_varcon
spelling_only-03999,hydrolyze,spelling_only,hydrolyze,hydrolyse,,hydrolyze,,scowl_varcon
spelling_only-04003,hydrolyze's,spelling_only,hydrolyze's,hydrolyse's,,hydrolyze's,,scowl_varcon
spelling_only-04000,hydrolyzed,spelling_only,hydrolyzed,hydrolysed,,hydrolyzed,,scowl_varcon
spelling_only-04002,hydrolyzes,spelling_only,hydrolyzes,hydrolyses,,hydrolyzes,,scowl_varcon
spelling_only-04001,hydrolyzing,spelling_only,hydrolyzing,hydrolysing,,hydrolyzing,,scowl_varcon
spelling_only-04004,hydrorrhea,spelling_only,hydrorrhea,hydrorrhoea,,,,scowl_varcon
spelling_only-04005,hyenic,spelling_only,hyenic,hyaenic,,,,scowl_varcon
spelling_only-04006,hymenean,spelling_only,hymenean,hymenaean,,,,scowl_varcon
spelling_only-04007,hypercalcemia,spelling_only,hypercalcemia,hypercalcaemia,,,,scowl_varcon
spelling_only-04008,hypercalcemias,spelling_only,hypercalcemias,hypercalcaemias,,,,scowl_varcon
spelling_only-04009,hypercalcinemia,spelling_only,hypercalcinemia,hypercalcinaemia,,,,scowl_varcon
spelling_only-04010,hypercatharsises,spelling_only,hypercatharsises,hypercatharses,,,,scowl_varcon
spelling_only-04011,hyperchloremia,spelling_only,hyperchloremia,hyperchloraemia,,,,scowl_varcon
spelling_only-04012,hypercholesterolemia,spelling_only,hypercholesterolemia,hypercholesterolaemia,,,,scowl_varcon
spelling_only-04013,hypercholesterolemias,spelling_only,hypercholesterolemias,hypercholesterolaemias,,,,scowl_varcon
spelling_only-04014,hypercryesthesia,spelling_only,hypercryesthesia,hypercryaesthesia,,,,scowl_varcon
spelling_only-04015,hyperemia,spelling_only,hyperemia,hyperaemia,,,,scowl_varcon
spelling_only-04017,hyperemia's,spelling_only,hyperemia's,hyperaemia's,,,,scowl_varcon
spelling_only-04016,hyperemias,spelling_only,hyperemias,hyperaemias,,,,scowl_varcon
spelling_only-04018,hyperemic,spelling_only,hyperemic,hyperaemic,,,,scowl_varcon
spelling_only-04019,hyperesthesia,spelling_only,hyperesthesia,hyperaesthesia,,,,scowl_varcon
spelling_only-04021,hyperesthesia's,spelling_only,hyperesthesia's,hyperaesthesia's,,,,scowl_varcon
spelling_only-04020,hyperesthesias,spelling_only,hyperesthesias,hyperaesthesias,,,,scowl_varcon
spelling_only-04022,hyperesthete,spelling_only,hyperesthete,hyperaesthete,,,,scowl_varcon
spelling_only-04023,hyperesthete's,spelling_only,hyperesthete's,hyperaesthete's,,,,scowl_varcon
spelling_only-04024,hyperesthetic,spelling_only,hyperesthetic,hyperaesthetic,,,,scowl_varcon
spelling_only-04025,hyperestheticer,spelling_only,hyperestheticer,hyperaestheticer,,,,scowl_varcon
spelling_only-04026,hyperestheticest,spelling_only,hyperestheticest,hyperaestheticest,,,,scowl_varcon
spelling_only-04027,hyperglycemic,spelling_only,hyperglycemic,hyperglycaemic,,,,scowl_varcon
spelling_only-04028,hyperlipemia,spelling_only,hyperlipemia,hyperlipaemia,,,,scowl_varcon
spelling_only-04029,hyperlipemic,spelling_only,hyperlipemic,hyperlipaemic,,,,scowl_varcon
spelling_only-04030,hyperlipidemia,spelling_only,hyperlipidemia,hyperlipidaemia,,,,scowl_varcon
spelling_only-04031,hypernatremia,spelling_only,hypernatremia,hypernatraemia,,,,scowl_varcon
spelling_only-04032,hyperpnea,spelling_only,hyperpnea,hyperpnoea,,,,scowl_varcon
spelling_only-04033,hyperpnea's,spelling_only,hyperpnea's,hyperpnoea's,,,,scowl_varcon
spelling_only-04034,hypesthesia,spelling_only,hypesthesia,hypaesthesia,,,,scowl_varcon
spelling_only-04037,hypesthesia's,spelling_only,hypesthesia's,hypaesthesia's,,,,scowl_varcon
spelling_only-04036,hypesthesias,spelling_only,hypesthesias,hypoesthesias,,,,scowl_varcon
spelling_only-04038,hypesthesic,spelling_only,hypesthesic,hypaesthesic,,,,scowl_varcon
spelling_only-04039,hypethral,spelling_only,hypethral,hypaethral,,,,scowl_varcon
spelling_only-04040,hypnopedia,spelling_only,hypnopedia,hypnopaedia,,,,scowl_varcon
spelling_only-04041,hypnopedias,spelling_only,hypnopedias,hypnopaedias,,,,scowl_varcon
spelling_only-04042,hypocenter,spelling_only,hypocenter,hypocentre,,,,scowl_varcon
spelling_only-04044,hypocenter's,spelling_only,hypocenter's,hypocentre's,,,,scowl_varcon
spelling_only-04043,hypocenters,spelling_only,hypocenters,hypocentres,,,,scowl_varcon
spelling_only-04050,hypogea,spelling_only,hypogea,hypogaea,,,,scowl_varcon
spelling_only-04045,hypogeal,spelling_only,hypogeal,hypogaeal,,,,scowl_varcon
spelling_only-04046,hypogean,spelling_only,hypogean,hypogaean,,,,scowl_varcon
spelling_only-04047,hypogeic,spelling_only,hypogeic,hypogaeic,,,,scowl_varcon
spelling_only-04048,hypogeous,spelling_only,hypogeous,hypogaeous,,,,scowl_varcon
spelling_only-04049,hypogeum,spelling_only,hypogeum,hypogaeum,,,,scowl_varcon
spelling_only-04051,hypomagnesemia,spelling_only,hypomagnesemia,hypomagnesaemia,,,,scowl_varcon
spelling_only-04052,hypomagnesemias,spelling_only,hypomagnesemias,hypomagnesaemias,,,,scowl_varcon
spelling_only-04053,hypomenorrhea,spelling_only,hypomenorrhea,hypomenorrhoea,,,,scowl_varcon
spelling_only-04054,hypomenorrheas,spelling_only,hypomenorrheas,hypomenorrhoeas,,,,scowl_varcon
spelling_only-04055,hypopnea,spelling_only,hypopnea,hypopnoea,,,,scowl_varcon
spelling_only-04056,hypopnea's,spelling_only,hypopnea's,hypopnoea's,,,,scowl_varcon
spelling_only-04057,hypoxemia,spelling_only,hypoxemia,hypoxaemia,,,,scowl_varcon
spelling_only-04058,hypoxemias,spelling_only,hypoxemias,hypoxaemias,,,,scowl_varcon
